"PRODUCT_KEY","CATEGORY_NAME","SUPPLIER_ID","UNIT_PRICE","PRICE_BAND"
84,"Cat_11",148,1227,"Mid"
85,"Cat_20",131,3381,"High"
86,"Cat_11",142,3753,"High"
87,"Cat_4",105,1205,"Mid"
88,"Cat_22",103,4946,"High"
89,"Cat_3",13,1185,"Mid"
90,"Cat_3",193,2538,"Mid"
91,"Cat_29",91,3663,"High"
92,"Cat_27",53,4799,"High"
93,"Cat_18",74,3030,"High"
94,"Cat_12",90,2020,"Mid"
95,"Cat_21",180,4965,"High"
96,"Cat_10",137,4011,"High"
97,"Cat_3",98,2637,"Mid"
98,"Cat_26",159,414,"Low"
99,"Cat_10",34,2489,"Mid"
100,"Cat_22",191,4865,"High"
101,"Cat_16",130,2972,"Mid"
102,"Cat_14",147,2083,"Mid"
103,"Cat_29",89,642,"Low"
104,"Cat_9",151,1711,"Mid"
105,"Cat_6",183,4868,"High"
106,"Cat_17",192,3512,"High"
107,"Cat_14",140,2729,"Mid"
108,"Cat_25",76,3296,"High"
109,"Cat_4",164,951,"Low"
110,"Cat_1",165,4299,"High"
111,"Cat_5",3,933,"Low"
112,"Cat_23",87,4411,"High"
113,"Cat_19",150,3582,"High"
114,"Cat_5",107,303,"Low"
115,"Cat_25",11,1595,"Mid"
116,"Cat_2",189,3090,"High"
117,"Cat_15",91,3857,"High"
118,"Cat_21",35,3489,"High"
119,"Cat_3",97,2106,"Mid"
120,"Cat_22",86,1558,"Mid"
121,"Cat_29",38,2094,"Mid"
122,"Cat_20",9,1063,"Mid"
123,"Cat_15",13,2255,"Mid"
124,"Cat_19",142,3695,"High"
125,"Cat_16",49,3389,"High"
126,"Cat_29",1,3325,"High"
127,"Cat_16",134,4857,"High"
128,"Cat_24",67,3151,"High"
129,"Cat_18",29,2755,"Mid"
130,"Cat_14",141,4984,"High"
131,"Cat_19",107,1046,"Mid"
132,"Cat_25",30,2326,"Mid"
133,"Cat_16",43,3341,"High"
134,"Cat_26",57,3218,"High"
135,"Cat_27",122,4846,"High"
136,"Cat_4",1,4524,"High"
137,"Cat_19",21,693,"Low"
138,"Cat_17",125,188,"Low"
139,"Cat_30",65,4819,"High"
140,"Cat_17",180,1299,"Mid"
141,"Cat_1",159,2517,"Mid"
142,"Cat_9",167,848,"Low"
143,"Cat_30",117,4911,"High"
144,"Cat_7",155,3689,"High"
145,"Cat_5",22,872,"Low"
146,"Cat_28",167,315,"Low"
147,"Cat_20",89,747,"Low"
148,"Cat_18",119,129,"Low"
149,"Cat_28",193,2420,"Mid"
150,"Cat_14",32,3194,"High"
151,"Cat_27",179,304,"Low"
152,"Cat_9",158,2249,"Mid"
153,"Cat_20",185,3363,"High"
154,"Cat_30",74,713,"Low"
155,"Cat_8",6,337,"Low"
156,"Cat_17",11,817,"Low"
157,"Cat_23",67,779,"Low"
158,"Cat_11",77,1863,"Mid"
159,"Cat_14",82,146,"Low"
160,"Cat_20",36,4254,"High"
161,"Cat_11",74,2347,"Mid"
162,"Cat_16",10,4013,"High"
163,"Cat_29",133,2041,"Mid"
164,"Cat_11",106,407,"Low"
165,"Cat_4",180,4988,"High"
166,"Cat_18",158,3258,"High"
167,"Cat_9",24,3855,"High"
168,"Cat_9",45,1444,"Mid"
169,"Cat_18",146,647,"Low"
170,"Cat_21",158,1530,"Mid"
171,"Cat_8",81,1202,"Mid"
172,"Cat_5",115,4103,"High"
173,"Cat_22",44,3680,"High"
174,"Cat_17",16,2567,"Mid"
175,"Cat_11",113,1931,"Mid"
176,"Cat_2",172,922,"Low"
177,"Cat_20",155,3075,"High"
178,"Cat_2",100,2915,"Mid"
179,"Cat_27",160,3640,"High"
180,"Cat_3",131,3949,"High"
181,"Cat_15",171,4707,"High"
182,"Cat_26",173,3490,"High"
183,"Cat_5",200,2219,"Mid"
184,"Cat_30",152,2252,"Mid"
185,"Cat_15",92,4450,"High"
186,"Cat_5",185,1674,"Mid"
187,"Cat_2",19,2548,"Mid"
188,"Cat_17",169,2171,"Mid"
189,"Cat_13",6,3896,"High"
190,"Cat_15",198,1211,"Mid"
191,"Cat_19",49,4725,"High"
192,"Cat_20",34,294,"Low"
193,"Cat_10",119,3457,"High"
194,"Cat_21",156,3830,"High"
195,"Cat_9",195,1893,"Mid"
196,"Cat_1",37,2514,"Mid"
197,"Cat_4",142,4173,"High"
198,"Cat_4",91,4420,"High"
199,"Cat_6",74,1233,"Mid"
200,"Cat_26",114,3340,"High"
201,"Cat_3",75,1001,"Mid"
202,"Cat_3",34,2580,"Mid"
203,"Cat_4",48,596,"Low"
204,"Cat_29",9,2232,"Mid"
205,"Cat_2",25,1828,"Mid"
206,"Cat_22",130,2054,"Mid"
207,"Cat_27",127,2841,"Mid"
208,"Cat_9",172,1700,"Mid"
209,"Cat_3",11,2405,"Mid"
210,"Cat_5",149,637,"Low"
211,"Cat_29",1,789,"Low"
212,"Cat_24",5,2346,"Mid"
213,"Cat_12",159,1202,"Mid"
214,"Cat_10",127,2622,"Mid"
215,"Cat_8",200,3548,"High"
216,"Cat_13",2,4348,"High"
217,"Cat_28",90,2260,"Mid"
218,"Cat_18",1,1144,"Mid"
219,"Cat_16",178,242,"Low"
220,"Cat_2",131,3765,"High"
221,"Cat_23",150,1438,"Mid"
222,"Cat_15",182,3850,"High"
223,"Cat_19",106,758,"Low"
224,"Cat_20",46,4994,"High"
225,"Cat_23",66,1344,"Mid"
226,"Cat_22",82,1254,"Mid"
227,"Cat_23",102,1984,"Mid"
228,"Cat_7",44,1520,"Mid"
229,"Cat_10",89,1270,"Mid"
230,"Cat_26",27,1247,"Mid"
231,"Cat_4",132,979,"Low"
232,"Cat_2",10,325,"Low"
233,"Cat_16",190,4691,"High"
234,"Cat_27",53,749,"Low"
235,"Cat_20",170,4308,"High"
236,"Cat_13",54,2830,"Mid"
237,"Cat_3",112,185,"Low"
238,"Cat_11",56,1795,"Mid"
239,"Cat_7",103,4825,"High"
240,"Cat_28",155,3743,"High"
241,"Cat_1",189,799,"Low"
242,"Cat_5",157,515,"Low"
243,"Cat_10",91,4140,"High"
244,"Cat_1",138,1934,"Mid"
245,"Cat_15",63,1502,"Mid"
246,"Cat_12",31,3705,"High"
247,"Cat_16",94,465,"Low"
248,"Cat_15",70,3542,"High"
249,"Cat_30",33,4738,"High"
250,"Cat_16",188,1863,"Mid"
251,"Cat_22",41,4452,"High"
252,"Cat_30",131,1538,"Mid"
253,"Cat_8",16,354,"Low"
254,"Cat_19",140,1282,"Mid"
255,"Cat_19",169,947,"Low"
256,"Cat_4",181,2450,"Mid"
257,"Cat_3",186,1602,"Mid"
258,"Cat_1",57,2220,"Mid"
259,"Cat_14",183,889,"Low"
260,"Cat_23",167,2536,"Mid"
261,"Cat_3",62,704,"Low"
262,"Cat_21",103,3136,"High"
263,"Cat_7",90,1531,"Mid"
264,"Cat_5",60,3060,"High"
265,"Cat_13",3,4466,"High"
266,"Cat_24",4,3378,"High"
267,"Cat_22",196,3189,"High"
268,"Cat_4",5,3319,"High"
269,"Cat_12",137,4020,"High"
270,"Cat_15",163,1010,"Mid"
271,"Cat_12",173,4601,"High"
272,"Cat_10",92,4831,"High"
273,"Cat_27",164,4148,"High"
274,"Cat_24",89,2849,"Mid"
275,"Cat_26",90,1161,"Mid"
276,"Cat_23",41,3082,"High"
277,"Cat_3",33,1803,"Mid"
278,"Cat_18",40,1683,"Mid"
279,"Cat_1",170,3713,"High"
280,"Cat_11",71,4843,"High"
281,"Cat_3",86,1227,"Mid"
282,"Cat_27",198,294,"Low"
283,"Cat_2",1,303,"Low"
284,"Cat_5",194,4099,"High"
285,"Cat_3",181,519,"Low"
286,"Cat_17",76,3194,"High"
287,"Cat_30",49,4636,"High"
288,"Cat_14",163,1693,"Mid"
289,"Cat_25",160,3989,"High"
290,"Cat_2",197,771,"Low"
291,"Cat_4",127,2699,"Mid"
292,"Cat_12",69,352,"Low"
293,"Cat_16",138,4689,"High"
294,"Cat_22",95,3757,"High"
295,"Cat_17",138,4892,"High"
296,"Cat_27",128,3874,"High"
297,"Cat_4",62,1779,"Mid"
298,"Cat_15",18,3356,"High"
299,"Cat_15",153,2134,"Mid"
300,"Cat_11",168,478,"Low"
301,"Cat_27",60,1623,"Mid"
302,"Cat_4",36,4435,"High"
303,"Cat_8",21,3261,"High"
304,"Cat_26",24,1402,"Mid"
305,"Cat_23",194,241,"Low"
306,"Cat_21",91,3984,"High"
307,"Cat_26",184,218,"Low"
308,"Cat_3",40,4276,"High"
309,"Cat_2",121,2639,"Mid"
310,"Cat_17",180,415,"Low"
311,"Cat_20",10,1708,"Mid"
312,"Cat_4",185,1941,"Mid"
313,"Cat_18",146,3038,"High"
314,"Cat_16",127,2937,"Mid"
315,"Cat_7",118,2222,"Mid"
316,"Cat_21",56,1123,"Mid"
317,"Cat_22",44,1880,"Mid"
318,"Cat_5",20,1743,"Mid"
319,"Cat_1",129,3950,"High"
320,"Cat_5",100,1990,"Mid"
321,"Cat_9",78,4042,"High"
322,"Cat_29",166,2985,"Mid"
323,"Cat_4",193,2132,"Mid"
324,"Cat_17",168,371,"Low"
325,"Cat_17",77,4042,"High"
326,"Cat_18",83,3317,"High"
327,"Cat_28",167,976,"Low"
328,"Cat_21",138,134,"Low"
329,"Cat_3",159,4513,"High"
330,"Cat_11",96,4483,"High"
331,"Cat_15",84,4489,"High"
332,"Cat_28",104,3702,"High"
333,"Cat_8",1,1037,"Mid"
334,"Cat_21",63,3788,"High"
335,"Cat_8",57,3723,"High"
336,"Cat_15",90,1376,"Mid"
337,"Cat_11",64,4740,"High"
338,"Cat_25",82,807,"Low"
339,"Cat_6",6,4820,"High"
340,"Cat_9",115,2534,"Mid"
341,"Cat_1",175,2746,"Mid"
342,"Cat_1",131,3354,"High"
343,"Cat_28",20,3605,"High"
344,"Cat_24",116,2499,"Mid"
345,"Cat_25",194,478,"Low"
346,"Cat_5",11,1242,"Mid"
347,"Cat_22",93,1299,"Mid"
348,"Cat_3",149,1901,"Mid"
349,"Cat_25",2,1776,"Mid"
350,"Cat_16",62,2889,"Mid"
351,"Cat_27",154,4290,"High"
352,"Cat_30",56,4118,"High"
353,"Cat_10",69,1567,"Mid"
354,"Cat_29",55,4157,"High"
355,"Cat_10",101,1608,"Mid"
356,"Cat_28",43,3480,"High"
357,"Cat_15",91,2292,"Mid"
358,"Cat_16",72,2598,"Mid"
359,"Cat_11",135,3050,"High"
360,"Cat_11",119,1372,"Mid"
361,"Cat_19",173,1442,"Mid"
362,"Cat_19",163,201,"Low"
363,"Cat_2",62,4449,"High"
364,"Cat_19",29,1258,"Mid"
365,"Cat_17",93,2944,"Mid"
366,"Cat_9",147,1174,"Mid"
367,"Cat_17",58,4568,"High"
368,"Cat_15",10,2447,"Mid"
369,"Cat_12",159,1556,"Mid"
370,"Cat_15",39,3208,"High"
371,"Cat_9",81,2516,"Mid"
372,"Cat_23",108,4308,"High"
373,"Cat_5",45,4459,"High"
374,"Cat_21",145,352,"Low"
375,"Cat_10",128,4587,"High"
376,"Cat_7",76,1661,"Mid"
377,"Cat_11",9,4055,"High"
378,"Cat_25",175,4222,"High"
379,"Cat_30",64,3559,"High"
380,"Cat_2",166,2491,"Mid"
381,"Cat_6",116,4167,"High"
382,"Cat_13",38,3162,"High"
383,"Cat_29",49,930,"Low"
384,"Cat_19",135,1288,"Mid"
385,"Cat_21",136,4197,"High"
386,"Cat_14",15,3377,"High"
387,"Cat_27",179,3748,"High"
388,"Cat_2",112,3137,"High"
389,"Cat_4",31,4724,"High"
390,"Cat_5",126,1953,"Mid"
391,"Cat_9",107,3496,"High"
392,"Cat_29",165,188,"Low"
393,"Cat_9",77,3077,"High"
394,"Cat_20",99,3626,"High"
395,"Cat_3",41,3461,"High"
396,"Cat_19",61,189,"Low"
397,"Cat_27",68,3810,"High"
398,"Cat_16",51,1692,"Mid"
399,"Cat_13",131,2881,"Mid"
400,"Cat_23",153,4528,"High"
401,"Cat_13",28,1585,"Mid"
402,"Cat_4",143,2826,"Mid"
403,"Cat_22",86,3123,"High"
404,"Cat_29",192,4493,"High"
405,"Cat_15",4,976,"Low"
406,"Cat_10",46,2776,"Mid"
407,"Cat_20",21,1094,"Mid"
408,"Cat_4",90,2239,"Mid"
409,"Cat_9",33,2233,"Mid"
410,"Cat_25",68,1938,"Mid"
411,"Cat_13",17,2587,"Mid"
412,"Cat_29",189,368,"Low"
413,"Cat_3",108,1233,"Mid"
414,"Cat_20",21,420,"Low"
415,"Cat_19",127,3795,"High"
416,"Cat_5",25,1558,"Mid"
417,"Cat_29",147,1833,"Mid"
418,"Cat_2",158,3489,"High"
419,"Cat_6",124,3623,"High"
420,"Cat_17",114,2337,"Mid"
421,"Cat_26",82,984,"Low"
422,"Cat_13",126,4137,"High"
423,"Cat_22",78,432,"Low"
424,"Cat_20",115,999,"Low"
425,"Cat_16",190,4417,"High"
426,"Cat_3",11,598,"Low"
427,"Cat_11",163,3742,"High"
428,"Cat_8",172,3266,"High"
429,"Cat_26",188,990,"Low"
430,"Cat_27",43,2780,"Mid"
431,"Cat_12",4,2247,"Mid"
432,"Cat_2",69,2187,"Mid"
433,"Cat_8",105,4199,"High"
434,"Cat_24",189,2587,"Mid"
435,"Cat_25",115,3967,"High"
436,"Cat_5",4,4276,"High"
437,"Cat_7",33,1235,"Mid"
438,"Cat_1",63,1141,"Mid"
439,"Cat_1",147,2651,"Mid"
440,"Cat_18",39,4423,"High"
441,"Cat_13",72,2156,"Mid"
442,"Cat_15",195,759,"Low"
443,"Cat_24",122,4669,"High"
444,"Cat_26",89,1713,"Mid"
445,"Cat_27",157,1517,"Mid"
446,"Cat_13",96,3140,"High"
447,"Cat_23",129,4950,"High"
448,"Cat_9",87,3468,"High"
449,"Cat_19",90,1850,"Mid"
450,"Cat_19",151,3072,"High"
451,"Cat_19",104,4532,"High"
452,"Cat_13",43,3020,"High"
453,"Cat_26",175,386,"Low"
454,"Cat_25",119,181,"Low"
455,"Cat_3",107,2594,"Mid"
456,"Cat_12",172,2362,"Mid"
457,"Cat_6",92,3573,"High"
458,"Cat_3",153,213,"Low"
459,"Cat_26",22,578,"Low"
460,"Cat_24",168,1839,"Mid"
461,"Cat_10",138,3425,"High"
462,"Cat_25",165,2983,"Mid"
463,"Cat_18",82,1036,"Mid"
464,"Cat_28",127,4090,"High"
465,"Cat_14",129,379,"Low"
466,"Cat_5",42,891,"Low"
467,"Cat_10",178,1241,"Mid"
468,"Cat_11",35,4641,"High"
469,"Cat_1",195,922,"Low"
470,"Cat_15",132,3427,"High"
471,"Cat_5",5,291,"Low"
472,"Cat_13",189,4048,"High"
473,"Cat_23",25,2863,"Mid"
474,"Cat_1",136,3418,"High"
475,"Cat_22",188,374,"Low"
476,"Cat_12",192,742,"Low"
477,"Cat_6",166,1680,"Mid"
478,"Cat_15",117,3272,"High"
479,"Cat_22",53,1521,"Mid"
480,"Cat_7",59,2562,"Mid"
481,"Cat_12",155,3176,"High"
482,"Cat_30",49,3402,"High"
483,"Cat_22",145,1846,"Mid"
484,"Cat_17",132,1581,"Mid"
485,"Cat_1",86,3681,"High"
486,"Cat_24",53,416,"Low"
487,"Cat_22",65,3808,"High"
488,"Cat_14",29,2923,"Mid"
489,"Cat_19",28,2347,"Mid"
490,"Cat_19",32,4306,"High"
491,"Cat_13",169,2700,"Mid"
492,"Cat_29",154,3066,"High"
493,"Cat_26",107,4633,"High"
494,"Cat_17",82,3105,"High"
495,"Cat_12",176,4567,"High"
496,"Cat_6",165,548,"Low"
497,"Cat_30",35,2894,"Mid"
498,"Cat_13",186,636,"Low"
499,"Cat_4",112,1938,"Mid"
500,"Cat_2",141,242,"Low"
501,"Cat_22",16,2928,"Mid"
502,"Cat_6",145,3384,"High"
503,"Cat_24",26,809,"Low"
504,"Cat_18",115,3881,"High"
505,"Cat_30",191,830,"Low"
506,"Cat_17",59,909,"Low"
507,"Cat_10",130,594,"Low"
508,"Cat_11",191,1728,"Mid"
509,"Cat_17",63,1183,"Mid"
510,"Cat_13",105,1237,"Mid"
511,"Cat_27",180,3857,"High"
512,"Cat_8",70,1465,"Mid"
513,"Cat_14",180,2733,"Mid"
514,"Cat_26",157,299,"Low"
515,"Cat_13",21,1068,"Mid"
516,"Cat_5",111,2590,"Mid"
517,"Cat_9",156,779,"Low"
518,"Cat_8",197,2611,"Mid"
519,"Cat_30",124,2398,"Mid"
520,"Cat_25",94,4100,"High"
521,"Cat_14",15,1425,"Mid"
522,"Cat_9",111,2169,"Mid"
523,"Cat_12",34,4325,"High"
524,"Cat_14",11,4303,"High"
525,"Cat_22",9,1942,"Mid"
526,"Cat_7",152,4110,"High"
527,"Cat_16",142,1755,"Mid"
528,"Cat_6",13,1617,"Mid"
529,"Cat_24",191,3622,"High"
530,"Cat_3",58,1694,"Mid"
531,"Cat_29",181,1083,"Mid"
532,"Cat_9",173,2464,"Mid"
533,"Cat_24",106,1713,"Mid"
534,"Cat_21",103,4485,"High"
535,"Cat_26",80,1658,"Mid"
536,"Cat_23",32,4338,"High"
537,"Cat_1",23,1771,"Mid"
538,"Cat_15",126,1066,"Mid"
539,"Cat_4",39,215,"Low"
540,"Cat_8",27,3104,"High"
541,"Cat_24",148,4239,"High"
542,"Cat_5",168,1192,"Mid"
543,"Cat_12",23,3965,"High"
544,"Cat_24",11,2590,"Mid"
545,"Cat_3",59,3271,"High"
546,"Cat_24",131,905,"Low"
547,"Cat_28",141,4112,"High"
548,"Cat_13",112,1637,"Mid"
549,"Cat_25",36,4053,"High"
550,"Cat_3",109,1348,"Mid"
551,"Cat_1",129,3333,"High"
552,"Cat_13",112,4798,"High"
553,"Cat_28",135,4600,"High"
554,"Cat_8",62,4780,"High"
555,"Cat_4",32,761,"Low"
556,"Cat_3",9,2542,"Mid"
557,"Cat_6",162,2020,"Mid"
558,"Cat_7",94,737,"Low"
559,"Cat_8",55,1128,"Mid"
560,"Cat_5",170,814,"Low"
561,"Cat_6",25,4149,"High"
562,"Cat_18",105,3825,"High"
563,"Cat_25",106,4097,"High"
564,"Cat_20",121,1740,"Mid"
565,"Cat_22",193,2948,"Mid"
566,"Cat_15",108,2254,"Mid"
567,"Cat_22",176,2438,"Mid"
568,"Cat_20",171,3948,"High"
569,"Cat_3",79,1076,"Mid"
570,"Cat_24",108,4855,"High"
571,"Cat_25",15,977,"Low"
572,"Cat_30",195,3122,"High"
573,"Cat_20",83,946,"Low"
574,"Cat_20",168,2966,"Mid"
575,"Cat_27",36,3844,"High"
576,"Cat_26",8,4903,"High"
577,"Cat_12",199,908,"Low"
578,"Cat_24",131,1535,"Mid"
579,"Cat_9",72,101,"Low"
580,"Cat_30",49,836,"Low"
581,"Cat_29",87,4113,"High"
582,"Cat_13",87,2487,"Mid"
583,"Cat_12",196,4568,"High"
584,"Cat_15",197,261,"Low"
585,"Cat_4",79,3674,"High"
586,"Cat_28",156,2609,"Mid"
587,"Cat_13",183,4540,"High"
588,"Cat_20",160,1604,"Mid"
589,"Cat_17",43,2251,"Mid"
590,"Cat_15",111,1233,"Mid"
591,"Cat_20",150,3546,"High"
592,"Cat_16",188,1791,"Mid"
593,"Cat_8",40,1211,"Mid"
594,"Cat_17",175,3683,"High"
595,"Cat_3",12,4950,"High"
596,"Cat_6",197,1530,"Mid"
597,"Cat_15",143,4512,"High"
598,"Cat_16",178,407,"Low"
599,"Cat_26",99,4658,"High"
600,"Cat_17",97,1883,"Mid"
601,"Cat_12",122,1841,"Mid"
602,"Cat_12",142,4306,"High"
603,"Cat_5",169,2532,"Mid"
604,"Cat_20",200,2260,"Mid"
605,"Cat_9",141,2251,"Mid"
606,"Cat_18",83,2869,"Mid"
607,"Cat_1",82,1409,"Mid"
608,"Cat_14",48,1910,"Mid"
609,"Cat_17",150,4546,"High"
610,"Cat_20",33,190,"Low"
611,"Cat_26",53,3706,"High"
612,"Cat_29",137,790,"Low"
613,"Cat_29",157,2652,"Mid"
614,"Cat_30",96,3754,"High"
615,"Cat_15",12,4168,"High"
616,"Cat_7",86,4464,"High"
617,"Cat_17",60,4689,"High"
618,"Cat_16",78,1729,"Mid"
619,"Cat_10",167,3681,"High"
620,"Cat_12",44,2785,"Mid"
621,"Cat_30",108,3821,"High"
622,"Cat_1",50,1585,"Mid"
623,"Cat_20",7,1833,"Mid"
624,"Cat_30",89,4221,"High"
625,"Cat_10",144,1951,"Mid"
626,"Cat_26",174,3917,"High"
627,"Cat_16",92,3398,"High"
628,"Cat_25",198,1716,"Mid"
629,"Cat_26",188,3008,"High"
630,"Cat_16",56,1827,"Mid"
631,"Cat_1",167,4662,"High"
632,"Cat_1",182,2285,"Mid"
633,"Cat_16",88,2173,"Mid"
634,"Cat_4",31,4728,"High"
635,"Cat_27",54,554,"Low"
636,"Cat_28",81,1468,"Mid"
637,"Cat_24",69,3934,"High"
638,"Cat_28",183,3361,"High"
639,"Cat_14",98,414,"Low"
640,"Cat_19",16,4344,"High"
641,"Cat_6",14,2422,"Mid"
642,"Cat_13",61,547,"Low"
643,"Cat_13",6,3595,"High"
644,"Cat_18",200,1283,"Mid"
645,"Cat_30",15,3633,"High"
646,"Cat_27",73,3369,"High"
647,"Cat_27",114,4157,"High"
648,"Cat_10",83,4712,"High"
649,"Cat_29",140,4812,"High"
650,"Cat_7",184,4029,"High"
651,"Cat_15",159,745,"Low"
652,"Cat_20",32,4712,"High"
653,"Cat_4",31,608,"Low"
654,"Cat_3",51,3309,"High"
655,"Cat_18",13,4182,"High"
656,"Cat_15",11,708,"Low"
657,"Cat_17",159,4592,"High"
658,"Cat_20",128,2136,"Mid"
659,"Cat_14",147,2344,"Mid"
660,"Cat_19",109,1386,"Mid"
661,"Cat_13",73,4983,"High"
662,"Cat_16",17,3417,"High"
663,"Cat_13",57,2804,"Mid"
664,"Cat_16",63,4653,"High"
665,"Cat_20",141,3235,"High"
666,"Cat_23",55,3329,"High"
667,"Cat_3",157,2784,"Mid"
668,"Cat_2",148,1967,"Mid"
669,"Cat_8",28,939,"Low"
670,"Cat_29",11,661,"Low"
671,"Cat_22",47,1489,"Mid"
672,"Cat_17",170,2640,"Mid"
673,"Cat_8",114,4137,"High"
674,"Cat_30",122,795,"Low"
675,"Cat_4",130,2440,"Mid"
676,"Cat_8",47,4838,"High"
677,"Cat_23",101,3350,"High"
678,"Cat_29",67,1220,"Mid"
679,"Cat_23",199,2275,"Mid"
680,"Cat_28",168,1818,"Mid"
681,"Cat_5",75,4194,"High"
682,"Cat_9",83,4200,"High"
683,"Cat_28",44,411,"Low"
684,"Cat_6",8,3870,"High"
685,"Cat_9",29,4775,"High"
686,"Cat_10",62,4507,"High"
687,"Cat_20",58,3407,"High"
688,"Cat_2",148,2708,"Mid"
689,"Cat_7",167,3630,"High"
690,"Cat_27",69,1517,"Mid"
691,"Cat_19",76,360,"Low"
692,"Cat_13",174,1419,"Mid"
693,"Cat_22",53,1151,"Mid"
694,"Cat_20",18,3229,"High"
695,"Cat_25",172,1307,"Mid"
696,"Cat_29",103,733,"Low"
697,"Cat_10",20,4104,"High"
698,"Cat_27",139,569,"Low"
699,"Cat_3",129,4729,"High"
700,"Cat_18",193,886,"Low"
701,"Cat_18",105,4365,"High"
702,"Cat_17",8,798,"Low"
703,"Cat_5",122,1943,"Mid"
704,"Cat_3",22,4651,"High"
705,"Cat_3",193,3427,"High"
706,"Cat_20",159,3871,"High"
707,"Cat_5",151,4252,"High"
708,"Cat_28",9,3666,"High"
709,"Cat_26",7,2105,"Mid"
710,"Cat_26",199,4298,"High"
711,"Cat_15",27,686,"Low"
712,"Cat_20",200,3418,"High"
713,"Cat_24",103,2908,"Mid"
714,"Cat_9",87,3033,"High"
715,"Cat_18",81,1403,"Mid"
716,"Cat_16",71,1278,"Mid"
717,"Cat_13",134,3793,"High"
718,"Cat_11",22,2778,"Mid"
719,"Cat_3",113,4893,"High"
720,"Cat_23",193,474,"Low"
721,"Cat_1",28,4811,"High"
722,"Cat_14",107,254,"Low"
723,"Cat_27",140,2342,"Mid"
724,"Cat_26",23,3218,"High"
725,"Cat_21",68,882,"Low"
726,"Cat_27",64,189,"Low"
727,"Cat_15",115,3774,"High"
728,"Cat_23",137,2343,"Mid"
729,"Cat_2",161,4828,"High"
730,"Cat_2",103,848,"Low"
731,"Cat_6",159,377,"Low"
732,"Cat_13",151,2123,"Mid"
733,"Cat_21",117,3984,"High"
734,"Cat_6",155,4065,"High"
735,"Cat_10",173,2405,"Mid"
736,"Cat_18",35,4021,"High"
737,"Cat_27",45,4908,"High"
738,"Cat_27",90,3256,"High"
739,"Cat_4",152,4797,"High"
