"DATE_KEY","FULL_DATE","YEAR","QUARTER","MONTH","MONTH_NAME","WEEK","DAY_OF_WEEK","IS_WEEKEND"
20200906,06-SEP-20,2020,3,9,"September",36,36,1
20200907,07-SEP-20,2020,3,9,"September",37,37,0
20200908,08-SEP-20,2020,3,9,"September",37,37,0
20200909,09-SEP-20,2020,3,9,"September",37,37,0
20200910,10-SEP-20,2020,3,9,"September",37,37,0
20200911,11-SEP-20,2020,3,9,"September",37,37,0
20200912,12-SEP-20,2020,3,9,"September",37,37,1
20200913,13-SEP-20,2020,3,9,"September",37,37,1
20200914,14-SEP-20,2020,3,9,"September",38,38,0
20200915,15-SEP-20,2020,3,9,"September",38,38,0
20200916,16-SEP-20,2020,3,9,"September",38,38,0
20200917,17-SEP-20,2020,3,9,"September",38,38,0
20200918,18-SEP-20,2020,3,9,"September",38,38,0
20200919,19-SEP-20,2020,3,9,"September",38,38,1
20200920,20-SEP-20,2020,3,9,"September",38,38,1
20200921,21-SEP-20,2020,3,9,"September",39,39,0
20200922,22-SEP-20,2020,3,9,"September",39,39,0
20200923,23-SEP-20,2020,3,9,"September",39,39,0
20200924,24-SEP-20,2020,3,9,"September",39,39,0
20200925,25-SEP-20,2020,3,9,"September",39,39,0
20200926,26-SEP-20,2020,3,9,"September",39,39,1
20200927,27-SEP-20,2020,3,9,"September",39,39,1
20200928,28-SEP-20,2020,3,9,"September",40,40,0
20200929,29-SEP-20,2020,3,9,"September",40,40,0
20200930,30-SEP-20,2020,3,9,"September",40,40,0
20201001,01-OCT-20,2020,4,10,"October",40,40,0
20201002,02-OCT-20,2020,4,10,"October",40,40,0
20201003,03-OCT-20,2020,4,10,"October",40,40,1
20201004,04-OCT-20,2020,4,10,"October",40,40,1
20201005,05-OCT-20,2020,4,10,"October",41,41,0
20201006,06-OCT-20,2020,4,10,"October",41,41,0
20201007,07-OCT-20,2020,4,10,"October",41,41,0
20201008,08-OCT-20,2020,4,10,"October",41,41,0
20201009,09-OCT-20,2020,4,10,"October",41,41,0
20201010,10-OCT-20,2020,4,10,"October",41,41,1
20201011,11-OCT-20,2020,4,10,"October",41,41,1
20201012,12-OCT-20,2020,4,10,"October",42,42,0
20201013,13-OCT-20,2020,4,10,"October",42,42,0
20201014,14-OCT-20,2020,4,10,"October",42,42,0
20201015,15-OCT-20,2020,4,10,"October",42,42,0
20201016,16-OCT-20,2020,4,10,"October",42,42,0
20201017,17-OCT-20,2020,4,10,"October",42,42,1
20201018,18-OCT-20,2020,4,10,"October",42,42,1
20201019,19-OCT-20,2020,4,10,"October",43,43,0
20201020,20-OCT-20,2020,4,10,"October",43,43,0
20201021,21-OCT-20,2020,4,10,"October",43,43,0
20201022,22-OCT-20,2020,4,10,"October",43,43,0
20201023,23-OCT-20,2020,4,10,"October",43,43,0
20201024,24-OCT-20,2020,4,10,"October",43,43,1
20201025,25-OCT-20,2020,4,10,"October",43,43,1
20201026,26-OCT-20,2020,4,10,"October",44,44,0
20201027,27-OCT-20,2020,4,10,"October",44,44,0
20201028,28-OCT-20,2020,4,10,"October",44,44,0
20201029,29-OCT-20,2020,4,10,"October",44,44,0
20201030,30-OCT-20,2020,4,10,"October",44,44,0
20201031,31-OCT-20,2020,4,10,"October",44,44,1
20201101,01-NOV-20,2020,4,11,"November",44,44,1
20201102,02-NOV-20,2020,4,11,"November",45,45,0
20201103,03-NOV-20,2020,4,11,"November",45,45,0
20201104,04-NOV-20,2020,4,11,"November",45,45,0
20201105,05-NOV-20,2020,4,11,"November",45,45,0
20201106,06-NOV-20,2020,4,11,"November",45,45,0
20201107,07-NOV-20,2020,4,11,"November",45,45,1
20201108,08-NOV-20,2020,4,11,"November",45,45,1
20201109,09-NOV-20,2020,4,11,"November",46,46,0
20201110,10-NOV-20,2020,4,11,"November",46,46,0
20201111,11-NOV-20,2020,4,11,"November",46,46,0
20201112,12-NOV-20,2020,4,11,"November",46,46,0
20201113,13-NOV-20,2020,4,11,"November",46,46,0
20201114,14-NOV-20,2020,4,11,"November",46,46,1
20201115,15-NOV-20,2020,4,11,"November",46,46,1
20201116,16-NOV-20,2020,4,11,"November",47,47,0
20201117,17-NOV-20,2020,4,11,"November",47,47,0
20201118,18-NOV-20,2020,4,11,"November",47,47,0
20201119,19-NOV-20,2020,4,11,"November",47,47,0
20201120,20-NOV-20,2020,4,11,"November",47,47,0
20201121,21-NOV-20,2020,4,11,"November",47,47,1
20201122,22-NOV-20,2020,4,11,"November",47,47,1
20201123,23-NOV-20,2020,4,11,"November",48,48,0
20201124,24-NOV-20,2020,4,11,"November",48,48,0
20201125,25-NOV-20,2020,4,11,"November",48,48,0
20201126,26-NOV-20,2020,4,11,"November",48,48,0
20201127,27-NOV-20,2020,4,11,"November",48,48,0
20201128,28-NOV-20,2020,4,11,"November",48,48,1
20201129,29-NOV-20,2020,4,11,"November",48,48,1
20201130,30-NOV-20,2020,4,11,"November",49,49,0
20201201,01-DEC-20,2020,4,12,"December",49,49,0
20201202,02-DEC-20,2020,4,12,"December",49,49,0
20201203,03-DEC-20,2020,4,12,"December",49,49,0
20201204,04-DEC-20,2020,4,12,"December",49,49,0
20201205,05-DEC-20,2020,4,12,"December",49,49,1
20201206,06-DEC-20,2020,4,12,"December",49,49,1
20201207,07-DEC-20,2020,4,12,"December",50,50,0
20201208,08-DEC-20,2020,4,12,"December",50,50,0
20201209,09-DEC-20,2020,4,12,"December",50,50,0
20201210,10-DEC-20,2020,4,12,"December",50,50,0
20201211,11-DEC-20,2020,4,12,"December",50,50,0
20201212,12-DEC-20,2020,4,12,"December",50,50,1
20201213,13-DEC-20,2020,4,12,"December",50,50,1
20201214,14-DEC-20,2020,4,12,"December",51,51,0
20201215,15-DEC-20,2020,4,12,"December",51,51,0
20201216,16-DEC-20,2020,4,12,"December",51,51,0
20201217,17-DEC-20,2020,4,12,"December",51,51,0
20201218,18-DEC-20,2020,4,12,"December",51,51,0
20201219,19-DEC-20,2020,4,12,"December",51,51,1
20201220,20-DEC-20,2020,4,12,"December",51,51,1
20201221,21-DEC-20,2020,4,12,"December",52,52,0
20201222,22-DEC-20,2020,4,12,"December",52,52,0
20201223,23-DEC-20,2020,4,12,"December",52,52,0
20201224,24-DEC-20,2020,4,12,"December",52,52,0
20201225,25-DEC-20,2020,4,12,"December",52,52,0
20201226,26-DEC-20,2020,4,12,"December",52,52,1
20201227,27-DEC-20,2020,4,12,"December",52,52,1
20201228,28-DEC-20,2020,4,12,"December",53,53,0
20201229,29-DEC-20,2020,4,12,"December",53,53,0
20201230,30-DEC-20,2020,4,12,"December",53,53,0
20201231,31-DEC-20,2020,4,12,"December",53,53,0
20210101,01-JAN-21,2021,1,1,"January",53,53,0
20210102,02-JAN-21,2021,1,1,"January",53,53,1
20210103,03-JAN-21,2021,1,1,"January",53,53,1
20210104,04-JAN-21,2021,1,1,"January",1,1,0
20210105,05-JAN-21,2021,1,1,"January",1,1,0
20210106,06-JAN-21,2021,1,1,"January",1,1,0
20210107,07-JAN-21,2021,1,1,"January",1,1,0
20210108,08-JAN-21,2021,1,1,"January",1,1,0
20210109,09-JAN-21,2021,1,1,"January",1,1,1
20210110,10-JAN-21,2021,1,1,"January",1,1,1
20210111,11-JAN-21,2021,1,1,"January",2,2,0
20210112,12-JAN-21,2021,1,1,"January",2,2,0
20210113,13-JAN-21,2021,1,1,"January",2,2,0
20210114,14-JAN-21,2021,1,1,"January",2,2,0
20210115,15-JAN-21,2021,1,1,"January",2,2,0
20210116,16-JAN-21,2021,1,1,"January",2,2,1
20210117,17-JAN-21,2021,1,1,"January",2,2,1
20210118,18-JAN-21,2021,1,1,"January",3,3,0
20210119,19-JAN-21,2021,1,1,"January",3,3,0
20210120,20-JAN-21,2021,1,1,"January",3,3,0
20210121,21-JAN-21,2021,1,1,"January",3,3,0
20210122,22-JAN-21,2021,1,1,"January",3,3,0
20210123,23-JAN-21,2021,1,1,"January",3,3,1
20210124,24-JAN-21,2021,1,1,"January",3,3,1
20210125,25-JAN-21,2021,1,1,"January",4,4,0
20210126,26-JAN-21,2021,1,1,"January",4,4,0
20210127,27-JAN-21,2021,1,1,"January",4,4,0
20210128,28-JAN-21,2021,1,1,"January",4,4,0
20210129,29-JAN-21,2021,1,1,"January",4,4,0
20210130,30-JAN-21,2021,1,1,"January",4,4,1
20210131,31-JAN-21,2021,1,1,"January",4,4,1
20210201,01-FEB-21,2021,1,2,"February",5,5,0
20210202,02-FEB-21,2021,1,2,"February",5,5,0
20210203,03-FEB-21,2021,1,2,"February",5,5,0
20210204,04-FEB-21,2021,1,2,"February",5,5,0
20210205,05-FEB-21,2021,1,2,"February",5,5,0
20210206,06-FEB-21,2021,1,2,"February",5,5,1
20210207,07-FEB-21,2021,1,2,"February",5,5,1
20210208,08-FEB-21,2021,1,2,"February",6,6,0
20210209,09-FEB-21,2021,1,2,"February",6,6,0
20210210,10-FEB-21,2021,1,2,"February",6,6,0
20210211,11-FEB-21,2021,1,2,"February",6,6,0
20210212,12-FEB-21,2021,1,2,"February",6,6,0
20210213,13-FEB-21,2021,1,2,"February",6,6,1
20210214,14-FEB-21,2021,1,2,"February",6,6,1
20210215,15-FEB-21,2021,1,2,"February",7,7,0
20210216,16-FEB-21,2021,1,2,"February",7,7,0
20210217,17-FEB-21,2021,1,2,"February",7,7,0
20210218,18-FEB-21,2021,1,2,"February",7,7,0
20210219,19-FEB-21,2021,1,2,"February",7,7,0
20210220,20-FEB-21,2021,1,2,"February",7,7,1
20210221,21-FEB-21,2021,1,2,"February",7,7,1
20210222,22-FEB-21,2021,1,2,"February",8,8,0
20210223,23-FEB-21,2021,1,2,"February",8,8,0
20210224,24-FEB-21,2021,1,2,"February",8,8,0
20210225,25-FEB-21,2021,1,2,"February",8,8,0
20210226,26-FEB-21,2021,1,2,"February",8,8,0
20210227,27-FEB-21,2021,1,2,"February",8,8,1
20210228,28-FEB-21,2021,1,2,"February",8,8,1
20210301,01-MAR-21,2021,1,3,"March",9,9,0
20210302,02-MAR-21,2021,1,3,"March",9,9,0
20210303,03-MAR-21,2021,1,3,"March",9,9,0
20210304,04-MAR-21,2021,1,3,"March",9,9,0
20210305,05-MAR-21,2021,1,3,"March",9,9,0
20210306,06-MAR-21,2021,1,3,"March",9,9,1
20210307,07-MAR-21,2021,1,3,"March",9,9,1
20210308,08-MAR-21,2021,1,3,"March",10,10,0
20210309,09-MAR-21,2021,1,3,"March",10,10,0
20210310,10-MAR-21,2021,1,3,"March",10,10,0
20210311,11-MAR-21,2021,1,3,"March",10,10,0
20210312,12-MAR-21,2021,1,3,"March",10,10,0
20210313,13-MAR-21,2021,1,3,"March",10,10,1
20210314,14-MAR-21,2021,1,3,"March",10,10,1
20210315,15-MAR-21,2021,1,3,"March",11,11,0
20210316,16-MAR-21,2021,1,3,"March",11,11,0
20210317,17-MAR-21,2021,1,3,"March",11,11,0
20210318,18-MAR-21,2021,1,3,"March",11,11,0
20210319,19-MAR-21,2021,1,3,"March",11,11,0
20210320,20-MAR-21,2021,1,3,"March",11,11,1
20210321,21-MAR-21,2021,1,3,"March",11,11,1
20210322,22-MAR-21,2021,1,3,"March",12,12,0
20210323,23-MAR-21,2021,1,3,"March",12,12,0
20210324,24-MAR-21,2021,1,3,"March",12,12,0
20210325,25-MAR-21,2021,1,3,"March",12,12,0
20210326,26-MAR-21,2021,1,3,"March",12,12,0
20210327,27-MAR-21,2021,1,3,"March",12,12,1
20210328,28-MAR-21,2021,1,3,"March",12,12,1
20210329,29-MAR-21,2021,1,3,"March",13,13,0
20210330,30-MAR-21,2021,1,3,"March",13,13,0
20210331,31-MAR-21,2021,1,3,"March",13,13,0
20210401,01-APR-21,2021,2,4,"April",13,13,0
20210402,02-APR-21,2021,2,4,"April",13,13,0
20210403,03-APR-21,2021,2,4,"April",13,13,1
20210404,04-APR-21,2021,2,4,"April",13,13,1
20210405,05-APR-21,2021,2,4,"April",14,14,0
20210406,06-APR-21,2021,2,4,"April",14,14,0
20210407,07-APR-21,2021,2,4,"April",14,14,0
20210408,08-APR-21,2021,2,4,"April",14,14,0
20210409,09-APR-21,2021,2,4,"April",14,14,0
20210410,10-APR-21,2021,2,4,"April",14,14,1
20210411,11-APR-21,2021,2,4,"April",14,14,1
20210412,12-APR-21,2021,2,4,"April",15,15,0
20210413,13-APR-21,2021,2,4,"April",15,15,0
20210414,14-APR-21,2021,2,4,"April",15,15,0
20210415,15-APR-21,2021,2,4,"April",15,15,0
20210416,16-APR-21,2021,2,4,"April",15,15,0
20210417,17-APR-21,2021,2,4,"April",15,15,1
20210418,18-APR-21,2021,2,4,"April",15,15,1
20210419,19-APR-21,2021,2,4,"April",16,16,0
20210420,20-APR-21,2021,2,4,"April",16,16,0
20210421,21-APR-21,2021,2,4,"April",16,16,0
20210422,22-APR-21,2021,2,4,"April",16,16,0
20210423,23-APR-21,2021,2,4,"April",16,16,0
20210424,24-APR-21,2021,2,4,"April",16,16,1
20210425,25-APR-21,2021,2,4,"April",16,16,1
20210426,26-APR-21,2021,2,4,"April",17,17,0
20210427,27-APR-21,2021,2,4,"April",17,17,0
20210428,28-APR-21,2021,2,4,"April",17,17,0
20210429,29-APR-21,2021,2,4,"April",17,17,0
20210430,30-APR-21,2021,2,4,"April",17,17,0
20210501,01-MAY-21,2021,2,5,"May",17,17,1
20210502,02-MAY-21,2021,2,5,"May",17,17,1
20210503,03-MAY-21,2021,2,5,"May",18,18,0
20210504,04-MAY-21,2021,2,5,"May",18,18,0
20210505,05-MAY-21,2021,2,5,"May",18,18,0
20210506,06-MAY-21,2021,2,5,"May",18,18,0
20210507,07-MAY-21,2021,2,5,"May",18,18,0
20210508,08-MAY-21,2021,2,5,"May",18,18,1
20210509,09-MAY-21,2021,2,5,"May",18,18,1
20210510,10-MAY-21,2021,2,5,"May",19,19,0
20210511,11-MAY-21,2021,2,5,"May",19,19,0
